,position,company_name,description,requirement,preferred,like
10,백엔드 엔지니어,토기,"• 자사 서비스 관련 Kotlin Spring 기반 Restful API 백엔드 서버 개발 및 유지 보수
• 자사 서비스 관련 개발 기획","• Spring(Java/Kotlin), Rails, Node.js, django, flask 중 하나 이상을 활용한 서버 개발 경험이 있으신 분
• 자유롭게 의견을 내고 지적으로 정직한 토론을 좋아하시는 분","• Kotlin Spring을 활용한 서비스 개발 경험이 있으신 분
• AWS 등 클라우드 컴퓨팅 관련 경험이 있으신 분
• Docker 등 컨테이너 가상화 플랫폼 관련 경험이 있으신 분
• PyTorch, SageMaker를 이용한 AI 서버 배포 경험이 있으신 분",80
11,[100억↑투자] 백엔드 개발자(Java/2년이상),의식주컴퍼니(런드리고),"**의식주컴퍼니의 개발 프로덕트는 크게 세 가지 영역이 있습니다**
1. 런드리고 서비스 사용자를 위한 런드리고앱 & 백엔드 시스템
• 런드리고 앱을 개발합니다. 런드리고 앱을 통해서 세탁을 맡기고, 세탁 후 배송을 보실 수 있습니다.
• 런드리고 이용권과 결제를 개발하고 고도화합니다.
• 런드리고앱에는 상품 스토어가 있습니다. 상품을 전시하고, 구매할 수 있는 기능을 개발합니다.(커머스)
• 런드리고 서비스 관리자를 위한 백오피스 시스템을 개발합니다. 여기에는 앱내의 컨텐츠를 관리하고, 사용자 프로모션 관리기능과 상품관리 기능을 제공합니다.

2. 스마트 팩토리 시스템을 통한 세탁 자동화
• 런드리고는 세계 최대 규모의 팩토리 시스템을 개발하고 있습니다.
• 물류시스템을 경험하실 수 있습니다. 세탁물수거운송, 세탁물 입고 처리 및 검수과정, 세탁 후 출고처리 과정, 세탁물배송운송 등의 전체 공정에서 사용되는 자동화 시스템을 개발합니다.
• 스마트 팩토리에는 1000대 이상의 라즈베리파이가 있으며, IoT를 통해 데이터를 수집하고 처리합니다.
• 스마트 팩토리를 더욱 스마트하게 만들기 위해 AI 기술을 사용합니다. 스마트 팩토리는 최고의 자동화를 지향합니다.
• 사용자의 다양한 데이터를 수집합니다. 데이터는 사용자뿐만 아니라, 스마트 팩토리 내부에서도 생성됩니다. 이러한 데이터를 기반으로 스마트 팩토리는 지속적으로 자동화, 효율화합니다. 
• 런드리고는 DataPlay를 지향합니다.

3. 웰니스 & 친환경 라이프스타일 커머스 서비스 개발
• 의식주컴퍼니의 신규 사업인 ＜웰니스 & 친환경 라이프스타일 커머스＞ 는 개인의 건강과 행복을 중시하는 동시에, 환경과 균형을 유지하며 지속 가능한 생활 방식을 추구하는 소비자들을 위한 커머스 플랫폼입니다.
• 제품을 판매하는 것뿐만 아니라, 생산과 배송 과정에서도 환경적 영향을 고려하여 지속 가능한 제품 생산 및 유통을 추구합니다.
• 이를 통해 소비자들은 개인의 행복과 지속 가능한 소비를 실천하며, 더 나은 미래를 위한 노력에 동참할 수 있습니다.","• 서버 개발(back-end)개발에 경력 2년 이상
• Java / Spring-boot / JPA / MyBatis 를 이용한 어플리케이션 개발 경험
• Mysql / MariaDB 등의 RDBMS 경험
• 유닛 테스트, 통합 테스트 코드 작성에 흥미를 느끼시는 분
• HTTP 기본 동작에 관심이 많으신 분
• Micro Service Architecture 경험","• 요구사항에 맞는 데이터 설계 경험
• Kotlin, gRPC 개발 경험
• 비동기 어플리케이션 구현 경험
• Redis, Kafka, MongoDB 사용 경험
• AWS 인프라의 활용과 이해
• Network I/O를 이용한 개발 경험
• Linux 시스템의 이해",27
12,백엔드(Node.js) 개발자,테이블링,"테이블링 백엔드 서비스 개발
• 타사 기능 연동 API
• 일반 유저 서비스 API
• 업주 용 서비스 API
• 내부 운영 용 서비스 API","• 해당 경력 3년 이상 혹은 그에 준하는 실력을 보유하신 분
• 백엔드 개발에 대한 이해가 있으신 분
• 클라우드 서비스(AWS) 사용 경험이 있으신 분
• RDBMS(MySQL) 및 NoSQL 개발 경험이 있으신 분
• HTTP RESTful API 설계 및 서비스 개발 경험이 있으신 분
• 주도적으로 프로젝트를 진행할 수 있는 분
• 자신의 성장과 서비스 개선을 위해 꾸준히 노력하는 분
• 팀 단위의 협업을 중시하시는 분
• 학력 및 전공 무관


사용 기술
• Node.js(Typescript)
• Mysql/MongoDB/Redis/DynamoDB
• Elastic Search","• O2O(Online To Offline) 서비스 개발 경험
• NodeJS 실무 경험(TypeScript)
• 마이크로 서비스 기반의 개발 경험
• 대용량 트래픽 및 데이터를 다뤄 본 경험
• Mysql, MongoDB, Redis, DynamoDB, MessageQueue등 RDBMS 및 NoSql 사용 경험",21
13,반려동물 앱 서비스 백엔드 개발자,우리엔,"• 반려동물 건강수첩 서버/API 개발 및 유지보수

• 반려동물 건강수첩 주요기능
1) 모바일 앱(App)
ㆍ회원가입 및 로그인
ㆍ동물병원과 연동한 건강 기록 관리
ㆍ커뮤니티 사진 공유
2) 관리자 웹(Web)
ㆍ회원 관리
ㆍ게시판 관리
ㆍ컨텐츠 관리
ㆍ서비스 관련 통계","• 경력 4년 이하 개발 Junior
• Spring Boot 기반 서버 개발 역량
• Linux 및 RDBMS 사용 경험
• Rest API 개발 경험","• WebSocket 기반 채팅 서비스 개발 경험
• docker 등 컨테이너 사용 역량
• CI/CD 경험
• Git을 이용한 협업 경험
• Jira 및 AWS 사용 경험


전형 절차
  • 서류 검토 - 1차 면접 - 2차 면접 - 처우 협의 - 3차 면접 - 최종 합격
※ 경력 및 포지션에 따라 전형 절차는 달라질 수 있습니다.
    ※ 입사 지원 서류에 허위 사실이 발견될 경우, 채용 확정 이후라도 채용이 취소될 수 있습니다.
 

전형 세부내용
  •  서류 검토
 - 제출된 이력서(자유 양식) 기반으로 서류 검토가 이루어집니다.
 - 서류 합격자에 한해 유선 통보될 예정입니다.
  •  1차 면접
 - 지원한 부서의 구성원과 다대일로 직무 및 인성 면접이 진행됩니다.
 - 대면면접 또는 화상면접으로 진행됩니다.
 - 합격 여부와 관계 없이 결과는 유선 혹은 문자로 통보됩니다.
  •  2차 면접
 - 2차 면접을 위해 자사 양식 이력서 작성 및 온라인 인성검사 실시를 요청 드립니다.
 - 임원/인사팀과 다대일로 인성 위주 면접이 진행됩니다.
 - 합격 여부와 관계 없이 결과는 유선 혹은 문자로 통보됩니다.
  •  3차 면접
 - 3차 면접은 서면 보고 또는 대면으로 진행됩니다.
 - 서면 보고로 진행될 경우 절차에 대한 안내만 진행됩니다.
 - 본 절차의 자세한 소요 시간 및 최종 발표 예정일은 유선으로 안내 드립니다.",10
14,[300억↑투자] 백엔드 엔지니어 (3년 이상),커넥팅더닷츠(째깍악어),"• 째깍악어 회사의 서버(째깍악어, 째깍섬) 개발 및 유지 보수

• 업무 요청에 최적화된 데이터베이스 테이블 설계 및 개발

• Rest API 서버 개발 및 유지 보수

• 프로젝트 및 업무 관련 기술 문서 작성

• AWS 서버 환경 구축 및 운영 관리

• 조회 성능에 최적화된 쿼리 생성","• Java 를 통한 Spring Framework 프로젝트 경력 3년 이상 또는 그에 준하는 개발 역량
    - 개인프로젝트, 학교/학원 교육기간은 경력으로 보지 않습니다.

• RDBMS(MySQL 등)에 대한 이해를 바탕으로 ERD 모델링을 할 수 있는 역량

• Restful API에 대한 이해와 앱서비스 API 서버 개발 및 운영 경험

• JPA 에 대한 이해 및 사용 경험 

• 유관 부서와의 커뮤니케이션을 통해 업무를 진행해본 경험","• AWS 환경에서의 개발 경험

• Kafka MQ 시스템 구축 및 운영 경험이 있는 분

• MicroService Architecture 개발 경험 하신 분

• 대용량 트래픽 처리를 위한 시스템 설계 경험과 서비스를 운영해 보신 분",7
15,백엔드 개발자 (Node.js),줌줌투어,"• 줌줌투어, 줌줌파트너 웹/앱 서비스를 위한 API 개발
• 서비스 운영을 지원하는 어드민 API 개발
• 인증, 상품, 결제 등 외부 서비스 API 연동
• 주문, 알림 등 비동기 서비스 개발
• 웹소켓 기반의 채팅 서비스 운영
• DB 테이블 설계 및 구축, SQL 작성","• Node.js 백엔드 개발자로 1년 이상의 실무 경력
• 관계형 데이터베이스 설계 및 구축 능력, 1년 이상의 실무 경력
• 다수의 회원을 보유한 서비스의 1년 이상 운영 및 개선 경험
• HTTP 통신에 대한 기본적인 이해, REST API 설계 및 개발 능력
• Git flow 전략 안에서의 코드 형상 관리 능력
• 고객의 관점에서 생각하고 이를 제품 개선에 능동적으로 반영하려는 태도
• 긍정적 사고와 구성원과의 원활한 커뮤니케이션 능력","• TypeScript 및 NestJS 경험이 있으신 분
• 웹소켓을 이용한 실시간 서비스 개발 경험이 있으신 분
• 컨테이너를 기반으로 한, MicroService Architecture 개발 경험이 있으신 분
• 클라우드 기반 웹 서비스 아키텍처에 대한 지식을 보유하신 분
• 데이터 기반 의사결정 체계를 위한 시스템 구축 경험이 있으신 분
• 다양한 직군과의 협업 경험과 유연한 커뮤니케이션 능력을 보유하신 분
• 새로운 기술에 대한 학습을 통한 문제 해결 경험이 있으신 분
• Slack, Confluence, Jira, Git 환경에서 업무하는데 익숙하신 분
• 여행 플랫폼 개발 경험이 있으신 분",5
16,[100억↑투자] 주니어 백엔드 개발자,부스터스,"부스터스 Tech 팀은 부스터스가 브랜드를 인수하면서 증가하는 복잡도를 관리하고, 빠르게 판단하여 움직일 수 있도록 하는 사내 BI시스템 개발과 이커머스에 발생하는 수많은 데이터의 관리를 담당하고 있습니다. Tech 팀의 주니어 백엔드 개발자 포지션은 아래와 같은 업무를 수행합니다.

- 사내 데이터 대시보드 백앤드 개발
- 서드파티 시스템 데이터 수집 모듈 개발
- API 연동 개발
- 데이터베이스 관리 및 데이터 정합성 관리","- 학력: 대졸 이상
- 유연한 사고와 존중을 기반으로 한 원활한 의사소통 능력
- 커뮤니케이션이 원활하고, 적극적이고 끈기있는 태도를 지니신 분","아래 항목 중 하나 이상 충족되는 분을 우대하고 있습니다.
- Python, PHP, javascript 등 프로그래밍 언어로 서비스를 개발해 보신 분
- 관계형 데이터베이스(Mysql)에 대한 이해 및 사용 경험이 있으신 분
- 웹 Framework를 활용하여 웹서비스를 개발을 진행해보신 분
- 웹스크래핑, API 등 연동 개발을 진행해보신 분
- 개발에 대한 성장을 하고 싶으신 분",8
17,백엔드 개발자,마음연구소,"• 백엔드 플랫폼 설계 및 개발
• 서비스 성능 개선 및 리팩터링","• TypeORM 를 이용하여 DB ( Postgress )을 사용할줄  아시는 분
• Express.js 혹은 Nest.js 를 사용할줄 아시는 분
• graphql에 대한 개념적인 이해와 CRUD 를 실제로 개발할 수 있는 분

• 의사소통이 활발하신 분
• 타직무와 협업 경험이 있으신 분
• ERD 설계 경험이 있으신 분","• AWS 클라우드 환경에서 서비스 운영 경험이 있으신 분
• Typescript 기반 코드 개발 경험이 있으신 분
• TDD 및 테스트 프레임워크 사용 경험이 있으신 분
• 성능 개선을 위한 서비스 최적화 경험",8
18,[자리톡] Java 백엔드 개발자 (3년 이상),콜버스랩,"[자리톡에 오시면 경험하실 업무입니다]
• 자리톡 Server API 개발
• 백엔드 아키텍처 설계와 개선
• 다양한 서버 사이드 기술의 검토 및 운영


[자리톡 Back-end팀에서 사용하는 기술스택입니다]
• Java 11
• Spring Boot
• Maven
• JPA (Spring Data JPA, QueryDSL)
• AWS (EBS, API Gateway, Lambda, S3, SQS, EC2, RDS)
• MySQL
• Quartz
• Spring Batch
• Spring Security
• Jenkins
• Sentry","[이런 경험을 하신 분을 찾습니다]

• 웹 애플리케이션 개발 경험이 있으신 분
• Spring Framework 환경의 웹 애플리케이션 개발 경험이 있으신 분
• 웹 서비스의 설계/개발/성능 최적화를 경험해보신 분
• 다양한 시각으로 문제를 해결하실 수 있는 분
• 트래픽 피크를 다루기 위한 AWS 서비스에 대해 이해가 있으신 분
• HTTP(RESTful) API 설계 및 개발 경험이 있으신 분
• RDBMS를 활용한 개발/운영 경험이 있으신 분
• 복잡한 도메인과 요구사항을 추상화하여 코드로 담아낼 수 있는 분","[이런 경험이 있는 분을 선호합니다]

• 프롭테크에 관심이 많으신 분 (자기 건물 소유 또는 임차인 환영)
• 클린코드 및 테스트 코드 작성을 토대로 소프트웨어 품질 개선을 선호하시는 분
• 개발 생산성과 소프트웨어 품질에 대해 고민하고 해결하는 것을 좋아하시는 분
• AWS를 통한 인프라 구축 및 DevOps에 관심이 많으신 분
• 프로젝트에 필요한 SaaS를 찾고 적용해 본 경험이 있으
• Java, Spring, Spring Boot, MySQL 등 기술 스택의 버전 업데이트 경험이 있으신 분
• 제품의 문제를 발견하고 스스로 개선하신 경험이 있으신 분
• 기획 요구에 대해서 일방적으로 받아들이지 않고 좀 더 나은 서비스를 위해서 개발적인 이슈를 제안할 수 있는 분

[자리톡의 채용 절차를 알려드려요]

• 서류 전형 ＞과제 전형 ＞ 실무 인터뷰 ＞ 임원 인터뷰 ＞ 처우 협의 ＞ 최종 합격
• 실무 인터뷰는 화상으로 진행될 수 있습니다.

[자리톡 지원시 꼭 참고해주세요]

• 지원 서류 : 자유양식의 이력서(필수), 포트폴리오(선택)
• 경력, 프로젝트 경험, 사용 기술에 대한 내용을 가능한 한 많이 작성해주세요.
• 포트폴리오 형식은 없으며 github 계정만 알려주셔도 됩니다.
• 본 공고는 모집 완료 시 조기 마감됩니다.
• 원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.",5
19,[컬리페이] 백엔드 개발자 (Backend Developer),컬리,"• Data-Intensive한 마이크로서비스 개발
• RDB, NoSQL 기반 스키마 설계 및 구현
• REST API 설계 및 구현","• Spring/Spring Boot 프레임워크를 이용한 개발 3년 이상이신 분
• RDB에 대한 깊이 있는 이해와 트러블슈팅 경험이 있는 분
• 도메인 문제를 해결하는 것에 관심이 많고 이를 실행하시는 분
• 성장하고자 하는 의지와 욕구가 강력한 분
• AWS를 활용한 웹 어플리케이션 개발 경험이 있는 분
• 서비스 지향 사고와 유연한 커뮤니케이션 역량을 보유하신 분","• NoSQL에 대한 이해와 트러블 슈팅 경험이 있는 분
• Kafka를 이용한 개발 및 운영 경험이 있는 분
• 비동기 분산 환경을 고려한 MSA 설계/개발 경험이 있는 분",107
20,백엔드개발 (멤버십),위버스컴퍼니(WEVERSE COMPANY),"• 유료 멤버십 및 혜택 서비스 백엔드 개발 및 운영
• 디지털 상품의 구독 서비스 백엔드 개발 및 운영
• 글로벌 서비스에 기반한 대용량 트래픽 처리
• 스파이크성 대용량 트래픽 처리","• 학력 무관 
• 전공 무관
• 3년 이상 Java 또는 Kotlin 백엔드 개발 경험이 있는 분
• 대용량 트래픽 처리를 경험한 분
• RESTful API 설계 및 개발 운영을 경험한 분
• Linux platform에서의 웹서비스 개발 및 운영을 경험한 분
• 타 직군과 원활한 커뮤니케이션이 가능한 분
• 코드 리뷰에 대한 열린 마음을 가진 분
• 개발 자체를 좋아하고, 그 과정에서 동료들과 함께 성장한다는 믿음이 있는 분

[필요역량] 
• 목표의식을 갖고, 주도적으로 업무를 추진하는 능력
• 긍정적 관점으로 상황과 업무를 바라보는 마인드
• 다양하고 통합된 시각에서 바라볼 수 있는 폭넓은 관점
• 다양한 유관부서 및 외부 관계자들과 협업할 수 있는 협력적 사고
• 유연하고 효과적인 커뮤니케이션 능력
• 적극적/선제적 문제 해결력

[과제 및 테스트] 
• 실무/리더 면접 진행시 코딩 테스트 및 코드리뷰 진행
   - 본인이 작성한 프로젝트 코드를 리뷰 하며, 질문 등을 통해 코드 작성을 합니다.","• 서비스를 처음부터 개발해 본 경험이 있는 분
• 타 시스템과 연계 개발 경험이 있는 분
• Spring Framework에 대한 높은 이해가 있는 분 
• AWS 에서 서비스 운영 및 구축 경험이 있는 분",10
21,Java 서버/백엔드 개발자(2년 이상),페이민트,"• 2년 이상 서버개발
• 핀테크 서비스 운영 및 개발
• 결제선생과 출결선생 운영 및 개발
• 신규 서비스 개발","• Java 능숙자(JDK 1.8 기준)
• SQL 능숙자
• Spring(Boot) Framework 유경험자
• GIT 유 경험자","• 상용 서비스를 개발한 이력
• MySQL 사용, 서비스 개발/운영 이력
• 다른언어(C/C++, Node.jS, Python, Javascript, HTML/CSS 등)의 능숙도
• 다른 솔루션 (MySQL 이외의 DB, NoSQL ... ) 사용이력
• AWS 사용/운용 이력
• 결제서비스 개발/운영 이력
• 대용량 처리 개발/운영 이력
• 정직하고 배려심이 있는 분
• 협업에 익숙하고 커뮤니케이션이 원활한 분",26
22,"[500억↑투자] 통합 플랫폼 개발(Java, 백엔드 개발자)",마켓보로,"[마켓보로 통합 플랫폼 개발자(Java)로 합류하시면 이런 일을 해요]
• 식자재 플랫폼 백엔드 개발
• 메시지, 스토리지 등의 통합 백엔드 로직 개발","[이런 분을 찾고 있어요]
• 백엔드 개발/운영 경력 2년 이상
• 단순히 구동 되는 것에 만족하지 않고 더 나은 코드를 작성하기 위해 노력하시는 분
• 새로운 것을 학습하는 것을 즐기시는 분
• 특정 언어나 프레임워크에 구애받지 않고 제품/서비스 개발하는 것에 희열을 느끼시는 분","[이런 분이라면 더 좋아요!]
• 학습/개발 경험을 공유하는 것을 좋아하시는 분
• 테스트 코드와 코드 리뷰 등의 활동에 적극적이신 분
• MSA 경험이 있으신 분
• Lambda (Node) 
• PHP 이관 경험이 있으신 분

[주요 기술 스택은 아래와 같아요]
• Java + SpringBoot (or Kotlin)
• JPA + QueryDSL (or jOOQ)
• AWS RDS(MySQL), Dynamodb
• AWS ECS Fargate (or EKS), ECR
• AWS ElastiCache (Redis)
• AWS kafka (or SQS)

[주로 활용하는 업무 툴이에요]
• Jira, Confluence, Slack, Git, Docker, IntelliJ IDEA, VSCode, Postman

▲ 채용 절차를 참고해주세요
• 서류전형 - 과제 전형 - 대면 인터뷰 - 처우협의 - 최종합격",40
23,백엔드 개발,한샘,"• 리모델링 서비스 앱 백엔드 개발
• 통합 회원 백엔드 개발
• 앱 API 백엔드/하이브리드 앱 웹뷰 기반 웹 개발
• 통합 사이트 - 스토어 신규 서비스 개발
• 통합 사이트 - 홈아이디어 신규 서비스 개발
• 통합 사이트 - 기타 웹 서비스 운영/유지보수 개발
• 홈플래너 및 공간설계 서비스 백엔드 개발 및 운영
• ERP시스템 개발 및 사내 업무시스템 개발
• 신규 서비스 설계/개발/운영","• 서버 및 백엔드(Backend) 개발 경력 3년 이상
• Java(1.8 이상) / Springboot 환경에서 RESTful 서비스 개발 경험
• MySQL / MSSQL / Aurora 등 RDMBS 에 대한 이해
• AWS 사용 및 운영 경험
• Git, Git-flow 를 사용한 소스 버전 관리 경험
• Jira 등을 활용한 애자일 방식의 프로덕트 구축과 협업 경험
• 신규 서비스 구축부터 기능 개선, 유지보수 경험이 있으신 분
• 하이브리드 앱 내 웹뷰와 웹간 co-work 경험자","• MSA 아키텍처에 관심 있는 분
• ELK 관심이 있으신 분
• JPA/Hibernate 등 ORM 경험
• AWS를 활용한 개발, 운영 경험이 있으신 분
• API Gateway 신규 구축 및 운영 수행 경험 우대
• ERP 시스템 개발/운영 경험",24
24,백엔드 개발자,브릭베이스,"- 백엔드 시스템 개발 및 운영
- 안정적인 서비스 운영을 위한 설계와 코드 품질 개선","- CS 기본지식 보유
- Spring Boot 백엔드 서비스 개발 경험
- 다양한 플랫폼 서비스와의 연동 경험
- 서비스에 맞는 데이터베이스 설계, 개발 및 운영 경험
- 클라우드 환경에서의 개발 경험
- 학부 졸업예정자 지원 가능","- 핀테크 또는 금융 서비스 개발 경험
- 네이버, AWS 또는 그 외 클라우드 서비스 사용 경험
- Kubernetes, CI/CD 구축 및 운영 경험
- 유닛 테스트 및 통합 테스트 적용 경험
- 컴퓨터 관련 학사 학위 또는 정보처리기사 자격증 보유",4
25,크리스몰 백엔드 개발자,버킷스토어,"● 신규 몰 리뉴얼 프로젝트(2023.12월 런칭 예정) 
° 크리스 몰 백엔드 서버 이전을 준비 중입니다. (SpringBoot  FastAPI) 
° 본사 ERP 시스템 및 외부 서비스와 연계한 백오피스 
[주요 기술 스택] 
- Python 
- FastAPI, GraphQL, RestApi, SQLAlchemy(ORM) 
- AWS RDS (MySQL / Aurora MySQL) 
- Redis (Elastic Cache) 
● 레거시 프로젝트 운영 
° 레거시 프로젝트는 운영 업무, 급한 기능 추가 등에만 대응하며 점진적으로 신규몰 로 이전해 갈 예정입니다. 
[주요 기술스택] 
- Java 
- SpringBoot, Thymeleaf, jQuery, MyBatis 
- AWS RDS (Oracle) 
- Redis (Elastic Cache) 
● 기타 
° GitHub 버전관리 
° Jenkins, AWS Code Deploy/Pipeline 을 활용한 CI/CD 
° JetBrain IDE( IntelliJ, PyCharm, WebStrom, DataGrip) 
° Jira를 활용한 1주 단위 Sprint 개발 및 목표설정 
° Slack, Confluence 통한 협업

[전형 절차] 

서류  코딩 테스트  온라인 과제(생략가능)  1차 면접  2차 면접(생략가능)  처우 협의 및 확인  입사 

● 코딩 테스트 
° 실제 개발팀 멤버와 함께 라이브로 진행됩니다. 
° 실제 문제 해결능력을 보기위한 전형으로 어려운 알고리즘 문제나 사전지식을 요구하지 않습니다. 
● 온라인 과제 
° 코딩테스트 결과 혹은 상황에 따라 생략될 수 있습니다. 
● 1차 면접 
° 함께 개발을 진행할 백엔드 팀원들과 함께 진행되며 개발 질문 및 서로간 컬쳐핏을 확인합니다. 
● 2차 면접 
° 임원 면접으로 상황에 따라 생략될 수 있습니다.","● Backend 개발에 대한 전반적인 이해 
● 요구사항을 이해하고 유지보수가 용이한 구조로 개발할 수 있는 역량 
● 신입 ~ 경력 2년 미만인 경우 관련학과 학사 이상 
● 경력 3년 이상인 경우 학력 무관","● FastAPI / Spring Boot 기반 상용 서비스 개발 / 운영 경험 
● Oracle / Aurora MySQL 기반 상용 서비스 개발 / 운영 경험 
● AWS 인프라 활용 능력 및 배포 자동화 경험 
● 대규모 서비스의 Backend 개발 및 운영 경험 
● 비기능 테스트를 통한 웹 서비스 성능 개선 경험",8
26,백엔드 개발,피어테크(지닥),"- 가상자산 거래소 및 블록체인 기반 금융 서비스의 백엔드 서비스 비즈니스 로직 개발
- API 서비스 개발","- 언어에 대한 적응력이 뛰어나신 분
- DataBase Query, Stored Procedure, Function  
- Redis, Git","- 가상자산(디지털 자산), 금융, 블록체인에 대한 관심

- Express, FastApi, Flask, Django 
- ORM 
- API 서비스
- MSA 아키텍쳐 
- 대용랑 트랜잭션 처리
- RabbitMQ, Kafka 
- AWS 환경",4
27,Product Developer(백엔드),롯데e커머스(롯데ON),"• 롯데ON 백엔드 프로세스를 PO, QA분들과 협업하여 플랫폼을 개선하는 업무
• 시스템 운영 효율, 사용성 향상을 위하여 다양한 요구사항 분석하고 문제를 해결하는 업무

[상품]
 - 셀러의 손쉬운 상품운영을 위해 셀러시스템 개발
 - Open API 개발
 - 상품상세설명 및 리뷰시스템 개발

[프로모션]
 - 프로모션, 이벤트 담당 개발 및 운영
 - Open API 개발

[주문/클레임]
 - 주문 시스템 개발 및 운영
 - 결제 시스템 개발 및 운영
 - 클레임 시스템 개발 및 운영
 - 고객센터 업무 시스템 개발 및 운영

[배송/정산]
 - 배송, 스마트픽 시스템 설계, 운영 및 유지보수
 - 정산 업무와 관련된 시스템 유지보수 및 성능 개선

[판매자(셀러)]
 - 롯데ON Seller Office, Back Office 공통 모듈 및 API 개발/운영
 - 롯데ON 셀러 입점/계약 서비스 개발/운영","• 3년 이상 해당 분야 운영/개발 경력을 보유하신 분
• Java, Spring Framework 기반 웹 서비스 개발 경력을 보유하신 분
• Restful API 설계/구현 경험이 있으신 분","• AWS 환경 기반의 개발 경험이 있으신 분
• MSA 기반 개발 경험이 있으신 분
• 대용량 서비스 설계 경험이 있으신 분 
• Git을 이용한 협업 경험이 있으신 분
• Websquare5, RabbitMQ, Redis 사용 경험이 있으신 분
• Netty, TCP/IP Socket 프로그램 개발 경험이 있으신 분
• SQS, Kafka, MQ 등을 활용한 비동기 메시지 기반 개발 경험이 있으신 분
• Open API 기반 서버 시스템의 개발 및 운영 경험이 있으신 분
• NoSQL 기반 대용량 데이터 처리 경험이 있으신 분
• e커머스 도메인 이해 및 시스템 설계 가능하신 분",59
28,백엔드 개발자,일루미나리안,"- 투자 플랫폼 설계/개발/운영
- 기술문서 작성
- 백엔드 서버 배포 및 운영
- 투자 플랫폼 도메인 분석","- 2년 이상 또는 그에 준하는 백엔드 서비스 개발 및 운영 경험
- Java, Golang 등 최소한 하나 이상의 언어를 사용하여 개발에 참여했던 경험이 있으시거나 해당 언어에 관심을 가지고 공부하시는 분
- ORM, 인증, Restful API 등 인터넷 서비스 개발 경험
- 동료와 커뮤니케이션이 원활하고 팀워크를 중요시 하시는 분
- MySQL 또는 Maria 등의 DB 사용 경험
- 다른 직무의 팀원과 적극적으로 대화할 수 있는 의사소통 능력
- 담당하고 있는 개발 프로젝트에 대해 다른 팀원들에게 설명할 수 있는 분","- 컴퓨터 관련 학위 소지자분이면 더 좋습니다.
- 금융권 or 핀테크 프로젝트 개발 경험이 있으신 분이면 더 좋습니다.
- Spring Boot(Java, Kotlin) 기반으로 서비스를 구축/운영한 경험이 있으신 분이면 더 좋습니다.
- 결제 및 정산 관련 서비스 개발 경험이 있으신 분이면 더 좋습니다.
- AWS 환경에서의 개발 경험이 있으신 분이면 더 좋습니다.
- 대규모 트래픽 처리 및 고가용성 처리 개발 경험이 있으신 분이면 더 좋습니다.
- 기본적인 자료구조/알고리즘에 대한 이해가 있으신 분이면 더 좋습니다.
- Github 링크 및 포트폴리오(블로그) 링크 또는 문서 제출이 가능하신 분이면 더 좋습니다.
- 개발지식 공유활동을 해본 경험(stackoverflow, 개인블로그, 오프라인, git 등)이 있으신 분이면 더 좋습니다.
- 개발에 참여한 제품에 대한 책임감이 있으신 분이면 더 좋습니다.
- 높은 품질의 소프트웨어 개발을 위해 지속적인 고민과 노력이 있으셨던 분이면 더 좋습니다.
- 비즈니스 수준의 영어(or 일본어) 가능하신 분이면 더 좋습니다.",81
29,서버 개발자 - 백엔드 API,카카오뱅크(kakaobank),"• 서비스, 상품 등 Web Application Server 의 API 개발
• 내부 업무 시스템 연동 및 대외 제휴기관 연계 개발
• 운영 중인 시스템 중 대고객 서비스 서버 영역에 대한 구현 및 리팩토링","• Java 11 이상 또는 Kotlin 중 하나 이상의 언어에 능숙한 분
• Spring Boot + JPA를 통한 RDBMS 연계 백엔드 개발이 가능한 분
• 적극적으로 동료들과 소통하고 책임감이 높은 분
• 문제의 본질에 대해 고민하고, 근본적인 해결책을 찾기 위해 끊임없이 노력하는 분
• 서버 개발 경력이 5년 이상 9년 이하인 분","• 오픈소스 솔루션(Apache, Nginx, Redis, RabbitMq, Spring Cloud 등)의 활용 및 운영 경험이 있는 분
• Vue.js or WebFlux를 이용한 개발 및 운영 경험이 있는 분
• 기존 시스템의 문제를 해결하고자 MSA로의 전환 등 아키텍처 개선을 진행한 경험이 있는 분 
• 대용량 트래픽에 대한 경험이 있는 분
• 엔터프라이즈 서버 시스템에 대한 트러블 슈팅 경험이 있는 분",33
